Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Pepacton Reservoir"
Cubic Meter
"Sources and Destinations","Decrease in Storage for Pepacton Reservoir","Increase in Storage for Pepacton Reservoir","Inflow from Upstream","Net Evaporation","Outflow to Downstream"
5/8/2006,1431437, ,618066,-83827.3,-1965680
5/9/2006,1468609, ,606725,-92693.6,-1982640
5/10/2006,1454821, ,597806,-101691,-1950940
5/11/2006,179909, ,769287,-111573,-837624
5/12/2006, ,-1251390,1884533,204274,-837415
5/13/2006, ,-2913810,3564810,187864,-838868
5/14/2006, ,-795114,1611289,26078,-842253
5/15/2006, ,-977344,1927554,-107033,-843177
5/16/2006, ,-2662520,3497992,8841.14,-844312
5/17/2006, ,-3426210,4253750,19864.8,-847405
5/18/2006, ,-2786510,3701212,-63313.6,-851386
5/19/2006, ,-3023890,3886680,-8163.41,-854623
5/20/2006, ,-2486090,3326322,17908.2,-858135
5/21/2006, ,-2232720,3177808,-84062.3,-861023
5/22/2006, ,-2146740,2950027,60331.9,-863617
5/23/2006, ,-1081430,2029210,-81666.7,-866111
5/24/2006, ,-611699,1559135,-80068.8,-867367
5/25/2006, ,-267477,1238328,-102773,-868078
5/26/2006, ,-630199,1614124,-108037,-875888
5/27/2006,505661, ,1847712,65487,-2418860
5/28/2006,1327295, ,1243799,-126694,-2444400
5/29/2006,1469526, ,1038063,-132226,-2375360
5/30/2006,685178, ,1861897,-139551,-2407520
5/31/2006, ,-1598030,2380155,277113,-1059230
6/1/2006, ,-1833640,2894695,-146326,-914729
6/2/2006, ,-648031,3343204,59773.1,-2754950
6/3/2006, ,0,6161272,-79352.7,-6081920
6/4/2006, ,0,6928952,301935,-7230890
6/5/2006, ,0,4322339,-55682,-4266660
6/6/2006, ,0,3142164,-117213,-3024950
6/7/2006, ,0,4160185,-120636,-4039550
6/8/2006, ,0,6021286,184393,-6205680
6/9/2006, ,0,5322471,-37005.2,-5285470
6/10/2006, ,0,4561452,-28645.6,-4532810
6/11/2006, ,0,3193148,-85749.9,-3107400
6/12/2006, ,0,2096782,-97354.1,-1999430
6/13/2006, ,0,1582964,-113946,-1469020
6/14/2006, ,0,2044631,-129095,-1915540
6/15/2006, ,0,2317355,42471.2,-2359830
6/16/2006,733216, ,1483064,-127049,-2089230
6/17/2006,1194997, ,1343952,-128817,-2410130
6/18/2006,1229955, ,1318215,-139426,-2408740
6/19/2006,1405997, ,1264869,-151059,-2519810
6/20/2006,1152308, ,1315500,121491,-2589300
6/21/2006,1553100, ,1153996,-119136,-2587960
6/22/2006,1772908, ,956753,-128748,-2600910
6/23/2006,496375, ,1113377,-133649,-1476100
6/24/2006, ,-429571,1274124,61977.8,-906530
6/25/2006, ,-3044720,5065188,5681.26,-2026150
6/26/2006, ,-6064570,18037262,882033,-12854700
6/27/2006, ,0,35602876,904393,-36507300
6/28/2006, ,0,33449432,2070290,-35519700
6/29/2006, ,0,20710514,566156,-21276700
6/30/2006, ,0,9104803,-99691.4,-9005110
7/1/2006, ,0,5106131,-56700.6,-5049430
7/2/2006, ,0,3205297,-135381,-3069920
7/3/2006, ,0,2160638,-124199,-2036440
7/4/2006, ,0,1818234,-151424,-1666810
7/5/2006, ,0,1438399,4571.7,-1442970
7/6/2006,6218.05, ,1055165,-136272,-925111
7/7/2006,1318105, ,892908,-133160,-2077850
7/8/2006,1345269, ,821725,-127929,-2039070
7/9/2006,1338438, ,815334,-135138,-2018630
7/10/2006,1905819, ,793275,-135518,-2563580
7/11/2006,1606404, ,1096622,-141665,-2561360
7/12/2006,642426, ,1829768,91172.1,-2563370
7/13/2006,780854, ,1614308,208584,-2603750
7/14/2006,1599049, ,1140554,-136764,-2602840
7/15/2006,1479969, ,1272712,-151699,-2600980
7/16/2006,1360332, ,1319462,-80531.5,-2599260
7/17/2006,1676782, ,1074313,-153413,-2597680
7/18/2006,1896548, ,993438,-159502,-2730480
7/19/2006,2007223, ,906780,-163224,-2750780
7/20/2006,2089154, ,810466,-151173,-2748450
7/21/2006,1933673, ,946628,-153151,-2727150
7/22/2006, ,-438209,3108997,72986.7,-2743770
7/23/2006, ,-1087540,3389994,441833,-2744280
7/24/2006,1024890, ,1847177,-126520,-2745550
7/25/2006,1243904, ,1631172,-130720,-2744360
7/26/2006,1083162, ,1471212,-140958,-2413420
7/27/2006,1233792, ,1660648,-152787,-2741650
7/28/2006,123463, ,2662868,-46111.3,-2740220
7/29/2006, ,-953596,3533165,160507,-2740080
7/30/2006, ,-7668.91,2840162,-91309.4,-2741180
7/31/2006,1130077, ,1756030,-144915,-2741190
8/1/2006,1521846, ,1358531,-140497,-2739880
8/2/2006,1781068, ,1115222,-158179,-2738110
8/3/2006,1837549, ,1068078,-169584,-2736040
8/4/2006,1581169, ,1184895,-32156,-2733910
8/5/2006,1723148, ,1152122,-143199,-2732070
8/6/2006,1995674, ,868408,-134013,-2730070
8/7/2006,2000673, ,851672,-124594,-2727750
8/8/2006,1947145, ,801296,-26883.8,-2721560
8/9/2006,2143400, ,717569,-141674,-2719290
8/10/2006,2151252, ,688132,-122580,-2716800
8/11/2006,2169504, ,665218,-124045,-2710680
8/12/2006,2184472, ,645650,-121965,-2708160
8/13/2006,2180716, ,630575,-105672,-2705620
8/14/2006,2141314, ,668900,-107128,-2703090
8/15/2006,2053396, ,696795,-53463.6,-2696730
8/16/2006,2036276, ,661233,-3167.35,-2694340
8/17/2006,2176928, ,618258,-103209,-2691980
8/18/2006,2181039, ,609378,-104598,-2685820
8/19/2006, ,-1918960,4711595,-109353,-2683290
8/20/2006, ,-2650290,4684936,654498,-2689140
8/21/2006,62044, ,2652208,-22029.9,-2692220
8/22/2006,272021, ,2524888,-104759,-2692150
8/23/2006,500062, ,2288682,-96909.6,-2691830
8/24/2006,781380, ,2012803,-102930,-2691250
8/25/2006,342013, ,2438370,-93666.7,-2686720
8/26/2006, ,-1056710,3548530,194500,-2686320
8/27/2006, ,-3188620,5771962,104202,-2687550
8/28/2006, ,-2693860,5047854,337255,-2691250
8/29/2006, ,-8512650,11288621,-81592,-2694380
8/30/2006, ,-11599300,13316925,986615,-2704270
8/31/2006, ,-3026450,5862346,-114523,-2721370
9/1/2006, ,-1302340,4107426,-104392,-2700700
9/2/2006, ,-1341420,4123766,-80132,-2702210
9/3/2006, ,-2252130,4868182,87714.7,-2703770
9/4/2006, ,-616165,3379640,-57091.2,-2706380
9/5/2006,372289, ,2431491,-96680.2,-2707100
9/6/2006,805459, ,1937652,-36444.2,-2706670
9/7/2006,1430480, ,1356459,-81207.2,-2705730
9/8/2006,1704757, ,1096707,-97394.3,-2704070
9/9/2006,1717357, ,1089560,-104828,-2702090
9/10/2006,1736790, ,1004118,-40813.2,-2700090
9/11/2006,1946688, ,855572,-104184,-2698080
9/12/2006,1979762, ,796312,-83886.8,-2692190
9/13/2006,1965769, ,807297,-83179.9,-2689890
9/14/2006, ,-714003,3451264,-49658.3,-2687600
9/15/2006, ,-4453560,6452456,616963,-2615860
9/16/2006, ,-1472640,3873808,219862,-2621030
9/17/2006, ,-289285,2998044,-86018.1,-2622740
9/18/2006,61665.7, ,2665638,-100598,-2626710
9/19/2006,204916, ,2524373,-102655,-2626630
9/20/2006,324061, ,2343512,-44805.7,-2622770
9/21/2006,687085, ,1987444,-52138.7,-2622390
9/22/2006,1129843, ,1564461,-72712.1,-2621590
9/23/2006,1213210, ,1478986,-71915.3,-2620280
9/24/2006,1088382, ,1512452,18035.9,-2618870
9/25/2006,1467575, ,1228142,-55611.9,-2640100
9/26/2006,1718332, ,1013797,-90100.4,-2642030
9/27/2006,1776273, ,918099,-72967.8,-2621400
9/28/2006, ,-413999,3124899,-72930.6,-2637970
9/29/2006, ,-1885600,3704971,815453,-2634820
9/30/2006, ,-626866,3280102,-16223.7,-2637010
10/1/2006, ,-1689090,4302768,3496.79,-2617180
10/2/2006, ,-2238840,4682514,175461,-2619140
10/3/2006, ,-412581,3101640,-67319.1,-2621740
10/4/2006, ,-376352,3060644,-58202.2,-2626090
10/5/2006, ,-237416,2851606,8466.17,-2622660
10/6/2006,619451, ,2080751,-77270.2,-2622930
10/7/2006,1061224, ,1620914,-59926.2,-2622210
10/8/2006,1361773, ,1318430,-59223.1,-2620980
10/9/2006,1588121, ,1097523,-66246.7,-2619400
10/10/2006,1749608, ,941334,-73389.5,-2617550
10/11/2006,1716052, ,961292,-72951.8,-2604390
10/12/2006,464785, ,1410286,-28914.1,-1846160
10/13/2006,738781, ,1091421,34284.8,-1864490
10/14/2006,883897, ,942181,-52444,-1773630
10/15/2006,933883, ,905721,-44498.7,-1795110
10/16/2006,939564, ,876473,-44515.4,-1771520
10/17/2006, ,-1299470,2091028,-46627.6,-744932
10/18/2006, ,-2815340,3033937,527844,-746442
10/19/2006, ,-2325220,3118292,-43355.4,-749712
10/20/2006, ,-6640730,7040120,353024,-752413
10/21/2006, ,-7710520,8067574,403073,-760128
10/22/2006, ,-4106870,4923468,-47517.2,-769085
10/23/2006, ,-3292750,4115244,-48635.4,-773856
10/24/2006, ,-2584110,3422280,-49358,-788809
10/25/2006, ,-2081840,2891006,-28480.4,-780683
10/26/2006, ,-1552180,2349962,-14683.3,-783101
10/27/2006, ,-1539130,2355150,-31119.7,-784904
10/28/2006, ,-7414440,8087848,113284,-786692
10/29/2006, ,-1158770,11632174,927430,-11400800
10/30/2006, ,0,5627699,60492.7,-5688190
10/31/2006, ,0,4379170,-10607.1,-4368560
11/1/2006, ,0,3845010,-48200.5,-3796810
11/2/2006, ,0,4027208,72603.2,-4099810
11/3/2006, ,0,3849640,76002.2,-3925640
11/4/2006, ,0,2953290,-33018.5,-2920270
11/5/2006, ,0,2256096,-30169.8,-2225930
11/6/2006, ,0,1735402,-32617.3,-1702780
11/7/2006, ,0,1479583,-36241.1,-1443340
11/8/2006, ,0,3302864,-16682.4,-3286180
11/9/2006, ,0,5004398,465505,-5469900
11/10/2006, ,0,2916876,-44469.7,-2872410
11/11/2006, ,0,2597339,-50618.6,-2546720
11/12/2006, ,0,2751632,-24210.7,-2727420
11/13/2006, ,0,2783970,62171.3,-2846140
11/14/2006, ,0,2702517,9125.55,-2711640
11/15/2006, ,0,2940980,-3741.88,-2937240
11/16/2006, ,0,7938668,-29465.3,-7909200
11/17/2006, ,0,9781317,1148670,-10930000
11/18/2006, ,0,5577956,-52777.6,-5525180
11/19/2006, ,0,4183284,-40189.9,-4143090
11/20/2006, ,0,3315830,-32777,-3283050
11/21/2006, ,0,2698896,-30081.6,-2668810
11/22/2006, ,0,2257997,-28197.7,-2229800
11/23/2006, ,0,2442291,-27089.3,-2415200
11/24/2006, ,0,2176967,234611,-2411580
11/25/2006, ,0,1638492,-26353.4,-1612140
11/26/2006, ,0,1391692,-27141.9,-1364550
11/27/2006,146310, ,1237253,-30495.2,-1353070
11/28/2006,253908, ,1132971,-33981.7,-1352900
11/29/2006,328743, ,1058978,-35118,-1352600
11/30/2006,360352, ,1029437,-37568.9,-1352220
12/1/2006, ,-1089310,2481723,-23465.8,-1368940
12/2/2006, ,0,2939947,494609,-3434560
12/3/2006, ,0,2116550,-12931.2,-2103620
12/4/2006, ,0,1936539,-26014,-1910530
12/5/2006,653578, ,1848384,-25901.9,-2476060
12/6/2006,708522, ,1787404,-20624.1,-2475300
12/7/2006,786796, ,1713104,-21793.1,-2478110
12/8/2006,866049, ,1626090,-18575,-2473560
12/9/2006,1026828, ,1456636,-14777.6,-2468690
12/10/2006,1200212, ,1280554,-13271.9,-2467490
12/11/2006,1341370, ,1147326,-22596.7,-2466100
12/12/2006,2149940, ,1048395,-26420,-3171920
12/13/2006,2012043, ,1185118,-27742,-3169420
12/14/2006,1883554, ,1210278,73248.7,-3167080
12/15/2006,2056546, ,1138359,-30011.9,-3164890
12/16/2006,2066239, ,1112847,-16582.4,-3162500
12/17/2006,2212924, ,976460,-32910,-3156470
12/18/2006,2197800, ,983573,-27468.7,-3153900
12/19/2006,2120676, ,925895,15027.6,-3061600
12/20/2006,2152974, ,902386,-26223.2,-3029140
12/21/2006,1618293, ,872811,-20884.3,-2470220
12/22/2006,1122651, ,1366918,-25100.6,-2464470
12/23/2006,576622, ,1813034,73508.3,-2463160
12/24/2006,869741, ,1512710,80044.2,-2462500
12/25/2006,1009255, ,1481711,-29481.3,-2461480
12/26/2006,590901, ,1853322,16089.5,-2460310
12/27/2006,777253, ,1670012,12361.1,-2459630
12/28/2006,928098, ,1538520,-7894.24,-2458720
12/29/2006,972309, ,1507616,-22281.1,-2457640
12/30/2006,1032133, ,1444219,-23465,-2452890
12/31/2006,1135856, ,1340494,-24662.3,-2451690
1/1/2007,431367, ,2023572,-23198.9,-2431740
1/2/2007, ,-609892,2454616,140899,-1985620
1/3/2007,223261, ,1679548,-13730,-1889080
1/4/2007,415484, ,1496617,-23281,-1888820
1/5/2007, ,-1784630,3692769,-27304.3,-1880840
1/6/2007, ,-4799410,6270536,415655,-1886780
1/7/2007, ,-6099140,7687223,300401,-1888490
1/8/2007, ,-8362560,8863561,275443,-776449
1/9/2007, ,-7525790,7942210,362247,-778664
1/10/2007, ,-3405160,4145386,47186.2,-787407
1/11/2007, ,-1797340,3344090,-21640.3,-1525110
1/12/2007, ,-1746290,2817842,-16098,-1055450
1/13/2007, ,-1009060,2915982,-21729.7,-1885190
1/14/2007, ,0,2977748,142921,-3120670
1/15/2007, ,0,4911079,141342,-5052420
1/16/2007, ,0,5495681,374362,-5870040
1/17/2007, ,0,3380716,-18727.3,-3361990
1/18/2007, ,0,2800029,-13164.3,-2786860
1/19/2007, ,0,2398643,-14481,-2384160
1/20/2007,35437.5, ,2103874,-18873.1,-2120440
1/21/2007,278164, ,1856214,-17852.2,-2116530
1/22/2007,516214, ,1645500,-11642.4,-2150070
1/23/2007,1346937, ,1411935,-14276.8,-2744600
1/24/2007,1644488, ,1216272,-16848.7,-2843910
1/25/2007,1640752, ,1089389,-19019.7,-2711120
1/26/2007,1681994, ,1003653,-17557.1,-2668090
1/27/2007,1564001, ,943393,-9876.95,-2497520
1/28/2007,1776200, ,898138,-10018.8,-2664320
1/29/2007,1810354, ,862741,-18339.3,-2654760
1/30/2007,1826942, ,835000,-16788.3,-2645150
1/31/2007,1768670, ,812556,-13189.3,-2568040
2/1/2007,2187792, ,793490,-14680.9,-2966600
2/2/2007,2305825, ,776668,-17311.4,-3065180
2/3/2007,2325454, ,761468,-20790.4,-3066130
2/4/2007,2340476, ,747998,-17544.3,-3070930
2/5/2007,1788082, ,736292,-12579.1,-2511800
2/6/2007,1778899, ,725874,-10053.7,-2494720
2/7/2007,1746350, ,716274,-11098.4,-2451530
2/8/2007,1779160, ,707340,-10874.8,-2475620
2/9/2007,1786422, ,699003,-11867.2,-2473560
2/10/2007,1798503, ,691189,-14338.3,-2475350
2/11/2007,1796790, ,683848,-14872.9,-2465760
2/12/2007,1801193, ,676878,-14393.6,-2463680
2/13/2007,1812801, ,670252,-17839.4,-2465210
2/14/2007,1816313, ,664029,-17234.8,-2463110
2/15/2007,1481745, ,658175,-15674.5,-2124240
2/16/2007,1426013, ,652628,-12242.9,-2066400
2/17/2007,1425189, ,647320,-11638.3,-2060870
2/18/2007,1427275, ,642194,-13882.4,-2055590
2/19/2007,1431440, ,637333,-18714.8,-2050060
2/20/2007,1387658, ,669823,-12714.7,-2044770
2/21/2007, ,-472119,1239972,-19938.8,-747914
2/22/2007, ,-249095,1996074,131976,-1878960
2/23/2007,800918, ,1281105,-26902.7,-2055120
2/24/2007,1221150, ,842080,-24039.3,-2039190
2/25/2007,1184235, ,882635,-17727.8,-2049140
2/26/2007,411164, ,1653978,-17375.2,-2047770
2/27/2007, ,-177834,2245894,-20770.6,-2047290
2/28/2007,153110, ,1734359,160027,-2047500
3/1/2007,709254, ,1358062,-23868.9,-2043450
3/2/2007, ,-2602020,4672938,-20794.6,-2050120
3/3/2007, ,-5443010,7034552,465474,-2057020
3/4/2007, ,-3110160,4850644,326480,-2066970
3/5/2007, ,-1109710,2720906,444387,-2055580
3/6/2007, ,-193865,2298104,-32369.4,-2071870
3/7/2007,52588.8, ,2036364,-16857.1,-2072100
3/8/2007,252346, ,1828969,-12909.5,-2068410
3/9/2007,407481, ,1664146,-14884.8,-2056740
3/10/2007, ,-851090,2878956,-16352.8,-2011510
3/11/2007, ,-3258860,5354772,-27286.3,-2068630
3/12/2007, ,-6837600,8643809,266203,-2072410
3/13/2007, ,-10383300,12335344,143347,-2095360
3/14/2007, ,-10989000,12801386,366203,-2178540
3/15/2007, ,-7682240,8463110,25444.5,-806316
3/16/2007, ,-3365800,7077054,197632,-3908880
3/17/2007, ,0,4268148,153597,-4421740
3/18/2007, ,0,3262635,-24364.2,-3238270
3/19/2007, ,0,2527144,-25358.4,-2501790
3/20/2007, ,0,1951872,-23900.3,-1927970
3/21/2007, ,0,1525369,-25518,-1499850
3/22/2007, ,0,3668710,-24230.5,-3644480
3/23/2007, ,0,7654972,398027,-8053000
3/24/2007, ,0,7954608,217740,-8172350
3/25/2007, ,0,5139716,81925.3,-5221640
3/26/2007, ,0,4127642,1862.17,-4129500
3/27/2007, ,0,4047473,57294.5,-4104770
3/28/2007, ,0,2668001,-64421.7,-2603580
3/29/2007, ,0,2273950,-72026.9,-2201920
3/30/2007, ,0,1897123,-55271,-1841850
3/31/2007, ,0,1535099,-55068.6,-1480030
4/1/2007, ,0,1744368,-59679.1,-1684690
4/2/2007,266451, ,1585945,67248.1,-1919640
4/3/2007,947915, ,1081270,-68723.6,-1960460
4/4/2007,556598, ,1638825,-78815.2,-2116610
4/5/2007,173380, ,1760995,181586,-2115960
4/6/2007,922479, ,1227230,-33949,-2115760
4/7/2007,965266, ,1184157,-31105.6,-2118320
4/8/2007,992129, ,1150181,-28743,-2113570
4/9/2007,1232075, ,1114602,-32259.8,-2314420
4/10/2007,832818, ,1078882,-32960.3,-1878740
4/11/2007,1067301, ,1071997,-36781.8,-2102520
4/12/2007,1174573, ,1531869,-25040.8,-2681400
4/13/2007, ,-88060.3,1814227,306249,-2032420
4/14/2007, ,-51622.5,1982829,-22067.5,-1909140
4/15/2007, ,-8991300,11826836,-29180.2,-2806360
4/16/2007, ,0,23760278,1031980,-24792300
4/17/2007, ,0,20225808,312971,-20538800
4/18/2007, ,0,13483712,107954,-13591700
4/19/2007, ,0,9838118,18950.3,-9857070
4/20/2007, ,0,6294498,-73268.6,-6221230
4/21/2007, ,0,3815936,-79444.9,-3736490
4/22/2007, ,0,2698764,-86687.3,-2612080
4/23/2007,411286, ,2209248,-94638.5,-2525900
4/24/2007,963822, ,1766395,-66178.8,-2664040
4/25/2007,580178, ,2190122,-103753,-2666550
4/26/2007,210619, ,2262573,192681,-2665870
4/27/2007, ,-253278,1464139,-68602.5,-1142260
4/28/2007, ,-676664,1495071,-23977.7,-794430
4/29/2007, ,-369605,1224456,-59634.9,-795216
4/30/2007, ,-275534,1158532,-87353.3,-795645
5/1/2007, ,-329954,1274235,-75740.2,-868541
5/2/2007, ,-260870,1332422,-33588.7,-1037960
5/3/2007, ,0,1167989,-40019.4,-1127970
5/4/2007,802714, ,1046482,-85348,-1763850
5/5/2007,1482591, ,972214,-85638.5,-2369170
5/6/2007,1512428, ,908651,-87261.1,-2333820
5/7/2007,1591268, ,859071,-92150.8,-2358190
5/8/2007,1626219, ,818096,-87975.7,-2356340
5/9/2007,1678228, ,780380,-104157,-2354450
5/10/2007,1135530, ,1235417,-119327,-2251620
5/11/2007,463440, ,1648689,246552,-2358680
5/12/2007,904267, ,1505808,-55561.4,-2354510
5/13/2007,1321291, ,1136629,-100828,-2357090
5/14/2007,1368804, ,1084450,-97697.1,-2355560
5/15/2007,85457.2, ,1064712,-87571.2,-1062600
5/16/2007,873243, ,1470490,-113245,-2230490
5/17/2007,724526, ,1486816,141511,-2352850
5/18/2007,1396347, ,1190991,-108076,-2479260
5/19/2007,1224271, ,1396332,-90466.6,-2530140
5/20/2007,1072968, ,1474632,-18886.2,-2528710
5/21/2007,1380623, ,1234348,-87504,-2527470
5/22/2007,1583882, ,1050894,-105041,-2529730
5/23/2007,1658895, ,966219,-97219.5,-2527890
5/24/2007,1761911, ,879552,-115495,-2525970
5/25/2007,1177217, ,809215,-132629,-1853800
5/26/2007,1714015, ,766976,-142055,-2338940
5/27/2007,1569041, ,910880,-142976,-2336940
5/28/2007,1423384, ,903410,8328.44,-2335120
5/29/2007,1843804, ,750056,-91772.9,-2502090
5/30/2007,1783539, ,714241,-121457,-2376320
5/31/2007,1611102, ,842717,-128194,-2325630
6/1/2007,1446003, ,846199,-43685.1,-2248520
6/2/2007,1527532, ,805117,-149437,-2183210
6/3/2007,1259923, ,1035170,-113655,-2181440
6/4/2007,861160, ,1394990,-76176,-2179970
6/5/2007,1343472, ,1135551,-116674,-2362350
6/6/2007,1533160, ,956708,-125208,-2364660
6/7/2007,1595870, ,886068,-115430,-2366510
6/8/2007, ,-3285480,5887878,-106622,-2495770
6/9/2007, ,-4676030,6217652,1010460,-2552090
6/10/2007, ,-1743930,4445896,-144444,-2557520
6/11/2007, ,-471566,3169718,-138607,-2559550
6/12/2007,78612.5, ,2611816,-130335,-2560090
6/13/2007,686457, ,1966801,-89627.7,-2563630
6/14/2007,833220, ,1558976,-147488,-2244710
6/15/2007,893684, ,1295301,-132491,-2056490
6/16/2007,1015247, ,1116427,-124844,-2006830
6/17/2007,1178407, ,932896,-101781,-2009520
6/18/2007,1856304, ,771278,-140428,-2487150
6/19/2007,1649030, ,1058390,-147670,-2559750
6/20/2007, ,-269743,1234141,10313.5,-974711
6/21/2007,106535, ,906078,-146211,-866402
6/22/2007,24922.1, ,870340,-28983.8,-866278
6/23/2007,211708, ,778499,-123958,-866249
6/24/2007,233149, ,740842,-107987,-866003
6/25/2007,1523158, ,710356,-117539,-2115980
6/26/2007,2190529, ,682536,-137609,-2735460
6/27/2007,2146102, ,747804,-157123,-2736780
6/28/2007,2052348, ,716705,-34763.1,-2734290
6/29/2007,2196862, ,641209,-117536,-2720530
6/30/2007,2211718, ,629266,-119130,-2721850
7/1/2007,2203853, ,612162,-100601,-2715410
7/2/2007,2231220, ,600220,-111088,-2720350
7/3/2007,2208827, ,597028,-91723,-2714130
7/4/2007,1383322, ,1389316,-83571,-2689070
7/5/2007,85525.2, ,1881519,278670,-2245710
7/6/2007,1015586, ,1616448,77825.2,-2709860
7/7/2007,1440855, ,1351095,-83270.1,-2708680
7/8/2007,1215295, ,1593399,-101688,-2707010
7/9/2007,1074880, ,1659860,-21645.9,-2713090
7/10/2007,1237677, ,1596956,-122787,-2711850
7/11/2007,871389, ,1959462,-120444,-2710410
7/12/2007,841539, ,1884181,-27695.3,-2698020
7/13/2007,1498139, ,1317162,-110754,-2704550
7/14/2007,1731973, ,1071146,-100312,-2702810
7/15/2007,1828973, ,968262,-96440.6,-2700790
7/16/2007,1903073, ,884400,-88802.9,-2698670
7/17/2007,1916121, ,889026,-108688,-2696460
7/18/2007,1578598, ,1141098,-29091.8,-2690600
7/19/2007,363018, ,2304517,21235.3,-2688770
7/20/2007,334885, ,2218545,138548,-2691980
7/21/2007,1362620, ,1435044,-106075,-2691590
7/22/2007,1523607, ,1273785,-107386,-2690010
7/23/2007, ,-948618,3732008,-91283.4,-2692110
7/24/2007, ,-3186590,5327774,552023,-2693210
7/25/2007, ,-133699,2923153,-92544.4,-2696910
7/26/2007,591259, ,2220491,-114685,-2697070
7/27/2007, ,-209233,3027568,-121957,-2696380
7/28/2007, ,-1149010,3570986,274644,-2696620
7/29/2007, ,-1112280,3757430,52802.2,-2697960
7/30/2007, ,-749360,3480256,-31646.5,-2699250
7/31/2007,689155, ,2133774,-122810,-2700120
8/1/2007,1332689, ,1482566,-115937,-2699320
8/2/2007,1460092, ,1143592,-123158,-2480530
8/3/2007,1327472, ,1490585,-125853,-2692200
8/4/2007,1411001, ,1205483,74176.7,-2690660
8/5/2007,1839750, ,959999,-110727,-2689020
8/6/2007,1966370, ,816797,-99910.1,-2683260
8/7/2007,1360878, ,1432344,-104751,-2688470
8/8/2007,1075304, ,1434869,176718,-2686890
8/9/2007,675605, ,2090488,-84321.7,-2681770
8/10/2007, ,-1667240,4243453,108646,-2684860
8/11/2007, ,-2722260,5237269,171782,-2686790
8/12/2007,100842, ,2668954,-83712.1,-2686080
8/13/2007, ,-254316,2232502,-111843,-1866340
8/14/2007,926322, ,1876699,-116758,-2686260
8/15/2007,1251520, ,1532339,-98671.7,-2685190
8/16/2007,835406, ,1776646,-100566,-2511490
8/17/2007,489681, ,1965391,18188.1,-2473260
8/18/2007,1039802, ,1519340,-71451.6,-2487690
8/19/2007,1464746, ,1118647,-96910.7,-2486480
8/20/2007,1403732, ,1154726,-88676.4,-2469780
8/21/2007,944569, ,1519126,19455.4,-2483150
8/22/2007,1021654, ,1367200,104327,-2493180
8/23/2007,1499292, ,1074021,-81318.3,-2491990
8/24/2007,1402029, ,1020546,-82070.8,-2340500
8/25/2007,1414006, ,950520,-51777.7,-2312750
8/26/2007,1524990, ,890504,-104389,-2311110
8/27/2007,1647072, ,776139,-125248,-2297960
8/28/2007,1676559, ,720638,-104775,-2292420
